,day,views,redViews,comments,likes,dislikes,videosAddedToPlaylists,videosRemovedFromPlaylists,shares,estimatedMinutesWatched,estimatedRedMinutesWatched,averageViewDuration,averageViewPercentage,annotationClickThroughRate,annotationCloseRate,annotationImpressions,annotationClickableImpressions,annotationClosableImpressions,annotationClicks,annotationCloses,cardClickRate,cardTeaserClickRate,cardImpressions,cardTeaserImpressions,cardClicks,cardTeaserClicks,subscribersGained,subscribersLost,estimatedRevenue,estimatedAdRevenue,grossRevenue,estimatedRedPartnerRevenue,monetizedPlaybacks,playbackBasedCpm,adImpressions,cpm
39,2020-02-09,34,1,0,0,0,0,0,0,57,0,101,7.24,0,0,26,26,0,0,0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
40,2020-02-10,13,0,0,0,0,1,0,0,35,0,162,12.45,0,0,9,9,0,0,0,0.0,0.0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,0,0.0,0,0.0
41,2020-02-11,17,0,0,0,2,0,0,0,42,0,149,10.27,0,0,10,10,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
42,2020-02-12,14,0,0,0,0,0,0,0,27,0,117,7.64,0,0,8,8,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
43,2020-02-13,8,0,0,0,0,0,0,0,6,0,49,3.06,0,0,6,6,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
44,2020-02-14,41,11,0,0,0,1,0,0,114,36,167,12.14,0,0,23,23,0,0,0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
45,2020-02-15,49,3,0,0,0,5,0,0,98,5,120,8.3,0,0,29,29,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
46,2020-02-16,34,0,0,2,0,0,0,0,86,0,152,11.31,0,0,10,10,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
47,2020-02-17,40,5,0,0,0,3,0,0,39,2,59,3.73,0,0,16,16,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
48,2020-02-18,34,2,0,0,0,1,1,0,79,4,140,9.57,0,0,27,27,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
49,2020-02-19,47,1,3,6,0,0,0,0,67,17,86,6.14,0,0,11,11,0,0,0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
50,2020-02-20,38,0,0,0,0,2,1,0,116,0,183,13.41,0,0,1,1,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
51,2020-02-21,39,2,0,1,0,2,0,0,106,1,163,11.63,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
52,2020-02-22,42,0,0,1,0,0,0,0,158,0,226,16.61,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
53,2020-02-23,36,0,0,0,0,0,0,1,105,0,175,12.36,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
54,2020-02-24,56,5,2,2,0,2,0,0,124,10,133,11.72,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
55,2020-02-25,37,1,1,2,0,0,0,0,78,7,128,10.63,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
56,2020-02-26,29,0,2,3,0,1,0,0,57,0,119,9.36,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
57,2020-02-27,39,3,2,2,0,0,0,0,102,7,157,13.3,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
58,2020-02-28,46,0,1,2,0,0,0,0,105,0,138,10.29,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
59,2020-02-29,44,4,0,0,0,0,0,0,79,11,107,9.38,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
60,2020-03-01,31,1,1,0,0,7,0,0,46,0,89,7.66,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
61,2020-03-02,90,14,1,3,0,0,1,0,375,34,250,30.37,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
62,2020-03-03,39,6,16,2,0,0,0,1,74,9,115,8.49,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
63,2020-03-04,41,4,0,1,0,0,0,0,108,17,158,13.449999999999998,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
64,2020-03-05,26,1,0,0,0,2,0,0,54,23,125,9.93,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
65,2020-03-06,35,1,0,0,0,1,0,0,48,0,83,6.84,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
66,2020-03-07,69,4,1,4,0,1,0,0,324,1,281,22.71,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
67,2020-03-08,75,1,0,0,0,0,0,0,313,3,250,20.42,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
68,2020-03-09,40,0,0,2,0,0,0,0,62,0,93,7.7,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
69,2020-03-10,68,1,0,0,0,0,0,0,162,0,143,11.58,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
70,2020-03-11,95,1,2,3,0,0,0,0,157,0,99,8.71,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
71,2020-03-12,63,0,2,0,0,0,0,0,174,0,166,14.04,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
72,2020-03-13,58,0,0,0,0,1,0,0,98,0,102,8.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
73,2020-03-14,64,2,0,0,0,0,0,0,134,0,126,10.24,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
74,2020-03-15,108,4,0,1,0,2,1,1,234,0,130,11.45,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
75,2020-03-16,86,2,1,2,0,0,0,0,195,13,136,10.72,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
76,2020-03-17,80,3,1,1,0,3,1,0,189,3,141,11.42,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0,0.0
